하자, 81, 145
사사, 88, 185
사다, 80, 152
가카, 51, 155
라타, 58, 159
자차, 71, 167
바타, 54, 187
나사, 46, 148
마카, 68, 153
하파, 72, 192
하카, 64, 172
나차, 85, 141
라자, 65, 184
나카, 93, 197
사자, 54, 145
자나, 95, 164
바마, 52, 166
마차, 59, 184
바자, 88, 169
파마, 86, 194
가가, 53, 140
나타, 44, 150
파하, 44, 186
차하, 68, 199
라사, 51, 162
파파, 82, 170
라가, 81, 173
나마, 87, 175
타사, 82, 183
바바, 42, 194
차바, 71, 157
타하, 85, 191
사사, 99, 160
자다, 85, 174
사카, 62, 192
카차, 94, 143
마마, 96, 188
사다, 75, 181
차아, 67, 199
마파, 78, 160
파마, 45, 199
타파, 76, 148
하아, 50, 192
바사, 99, 158
타파, 54, 162
가카, 66, 182
하사, 72, 163
마사, 97, 181
아마, 61, 158
가아, 64, 151
사하, 67, 171
가카, 56, 186
사차, 41, 159
차라, 80, 183
파타, 55, 157
차자, 63, 148
가마, 54, 197
하아, 43, 179
바타, 57, 144
파바, 79, 194
파가, 83, 152
사마, 67, 194
카카, 58, 175
나하, 81, 164
마차, 65, 151
나나, 69, 164
나하, 70, 195
가카, 60, 170
자가, 84, 162
카사, 75, 182
카마, 47, 181
마아, 77, 166
다카, 68, 195
아가, 51, 140
가다, 44, 173
사아, 98, 198
사타, 76, 142
카카, 49, 164
카하, 66, 181
카아, 57, 180
자사, 44, 156
파자, 51, 165
차자, 79, 166
아마, 57, 148
나마, 60, 186
바카, 80, 179
타자, 93, 175
바카, 44, 190
차아, 40, 165
나라, 77, 167
나파, 41, 176
타바, 71, 187
타마, 83, 192
아마, 48, 151
카바, 43, 153
파자, 57, 190
카라, 73, 154
자사, 85, 173
바차, 53, 168
아다, 69, 196
바라, 73, 156
파카, 60, 177
나사, 44, 160
마나, 58, 182
사하, 75, 154
카다, 44, 197
가마, 55, 168
하바, 48, 166
아사, 81, 148
다라, 93, 147
차자, 66, 175
차차, 57, 181
파타, 60, 154
라가, 73, 183
라가, 91, 149
바카, 43, 181
자파, 58, 161
차타, 44, 171
나마, 46, 160
사라, 75, 145
바라, 85, 177
사다, 78, 157
가라, 83, 161
마차, 64, 154
사다, 91, 144
다사, 40, 168
바차, 63, 148
마카, 45, 177
나다, 94, 148
타가, 65, 143
카하, 58, 183
아바, 51, 155
파아, 55, 195
가차, 78, 193
사차, 44, 185
마가, 99, 181
자라, 67, 177
마가, 59, 140
나다, 83, 187
바타, 99, 171
타바, 59, 155
나차, 99, 179
하마, 49, 184
라아, 68, 151
라바, 59, 172
타아, 81, 162
타카, 74, 199
하다, 68, 179
하아, 42, 167
라사, 59, 167
나타, 47, 168
타타, 99, 151
카마, 83, 155
아나, 76, 163
나라, 67, 140
하파, 64, 143
카하, 42, 168
다차, 95, 158
라타, 42, 188
하나, 66, 141
마사, 68, 150
하바, 44, 175
파마, 60, 149
사타, 43, 188
다라, 81, 176
나자, 43, 178
하자, 67, 172
라다, 83, 161
하차, 57, 176
다마, 54, 183
바마, 93, 169
아나, 93, 155
라바, 88, 185
나차, 46, 154
라라, 86, 157
마다, 86, 164
타마, 69, 145
아바, 85, 177
나가, 51, 142
바가, 68, 197
파라, 61, 143
카바, 94, 152
사카, 81, 176
카가, 86, 156
라라, 99, 149
카타, 91, 145
가나, 55, 187
타가, 46, 165
나타, 80, 184
하바, 47, 198
아사, 75, 194
라차, 65, 161
라바, 79, 162
하카, 78, 178
다나, 62, 156
라바, 44, 181
파라, 84, 190
자나, 44, 147
마차, 77, 171
가카, 59, 172
아마, 87, 189
가바, 73, 150
하바, 58, 155
나파, 92, 145
라나, 72, 142
하나, 88, 150
타마, 72, 188
하파, 90, 156
카사, 76, 142
파바, 78, 189
타파, 97, 141
하바, 93, 153
아마, 58, 159
차아, 48, 196
라카, 72, 175
가파, 67, 193
카카, 63, 153
마바, 52, 175
하카, 69, 178
하타, 64, 155
라사, 52, 169
하파, 73, 180
사라, 89, 199
라가, 72, 154
가라, 65, 150
바파, 65, 151
다가, 74, 175
자다, 89, 146
아다, 82, 163
가카, 51, 191
타타, 99, 156
파아, 68, 180
하마, 72, 141
라사, 62, 141
파라, 41, 178
가자, 45, 185
다마, 69, 168
카자, 54, 144
자사, 42, 157
라마, 98, 148
카차, 96, 156
파자, 46, 171
자바, 59, 150
마나, 52, 169
자라, 78, 141
타차, 72, 196
가타, 40, 142
마가, 83, 152
카자, 56, 154
자카, 68, 173
사바, 95, 184
파하, 96, 183
차아, 65, 143
나가, 55, 195
타바, 87, 169
자다, 46, 149
하가, 85, 151
마아, 66, 161
타바, 98, 163
마가, 67, 178
마아, 91, 187
파아, 69, 142
가아, 69, 165
다마, 84, 147
나아, 58, 184
아사, 91, 185
타다, 48, 163
라바, 42, 198
자차, 83, 174
나사, 94, 199
라가, 45, 190
아라, 93, 187
가바, 47, 183
아타, 55, 152
자바, 54, 161
파바, 43, 141
라마, 65, 150
타파, 43, 190
마마, 40, 193
카나, 73, 189
다카, 67, 150
가가, 80, 183
차마, 78, 161
아마, 73, 195
파마, 59, 192
가가, 80, 155
가사, 52, 173
하차, 91, 144
자파, 47, 183
다자, 75, 174
가하, 88, 150
차하, 95, 140
다가, 81, 146
차나, 65, 156
마사, 93, 194
다바, 71, 187
하사, 41, 184
라아, 48, 191
나바, 86, 185
바나, 72, 190
라나, 92, 161
하나, 66, 145
카다, 57, 143
바타, 52, 184
사사, 89, 162
파차, 94, 191
라차, 58, 172
라라, 61, 164
차자, 80, 198
가바, 97, 158
사아, 55, 159
타하, 44, 197
아라, 82, 181
다아, 84, 174
카차, 81, 157
나사, 55, 162
사바, 72, 183
자가, 77, 155
자카, 89, 181
라가, 99, 143
아마, 42, 140
차타, 62, 179
타나, 50, 152
파라, 75, 161
가나, 88, 182
마타, 76, 179
다차, 96, 167
사라, 53, 196
바가, 77, 154
자마, 58, 172
아아, 82, 154
자타, 59, 150
하자, 51, 173
아하, 70, 156
아바, 84, 193
나자, 65, 195
사라, 51, 189
가타, 88, 146
사라, 68, 140
바타, 56, 153
마하, 48, 182
타다, 84, 173
라타, 91, 160
자자, 94, 155
타마, 78, 153
파사, 88, 167
하나, 70, 181
마다, 44, 157
마사, 89, 180
다다, 85, 198
타타, 68, 190
하다, 90, 173
바사, 87, 198
다라, 70, 154
가차, 71, 185
라마, 69, 168
마가, 66, 183
마나, 92, 167
다아, 97, 185
가라, 56, 144
카마, 93, 151
사자, 93, 148
사하, 82, 189
카자, 50, 156
라바, 59, 168
라카, 42, 180
나차, 81, 166
하마, 98, 187
차나, 94, 181
타아, 76, 153
다다, 80, 190
자카, 44, 145
사바, 78, 150
마마, 40, 145
아다, 90, 196
마사, 74, 147
나카, 55, 199
사사, 56, 186
파하, 57, 196
아가, 64, 160
마아, 87, 172
하카, 80, 144
차사, 84, 184
다타, 98, 141
사타, 64, 142
가바, 47, 148
가하, 55, 148
아다, 76, 145
마타, 92, 157
아사, 66, 175
다바, 92, 173
나마, 52, 163
바아, 78, 173
다다, 49, 150
라나, 46, 181
바다, 70, 170
가자, 45, 185
하카, 47, 175
바가, 72, 181
마타, 87, 156
하카, 95, 162
다자, 81, 155
아카, 52, 154
나라, 78, 178
사아, 58, 188
마라, 62, 155
파파, 61, 177
바다, 72, 141
가사, 60, 193
가카, 79, 192
다다, 75, 144
타파, 41, 180
다라, 92, 148
파가, 63, 196
차마, 40, 184
나바, 72, 171
자자, 67, 195
마사, 85, 193
아파, 56, 160
나타, 82, 164
차하, 74, 148
타가, 92, 188
아아, 65, 182
마마, 95, 193
자하, 99, 182
다자, 98, 174
카마, 41, 153
파다, 90, 198
다카, 53, 153
파타, 84, 140
하파, 70, 169
아아, 88, 162
파다, 48, 184
바라, 79, 157
타파, 43, 196
사마, 82, 192
사바, 68, 157
마차, 42, 179
자타, 92, 154
사다, 40, 196
자하, 88, 185
카라, 82, 192
타마, 86, 178
다라, 74, 186
아가, 76, 172
마라, 74, 189
마마, 94, 199
바라, 92, 166
타차, 54, 148
차자, 86, 146
차다, 68, 160
나자, 79, 158
카라, 54, 146
다라, 74, 149
하사, 99, 176
파자, 47, 198
차자, 99, 147
바사, 63, 173
마하, 66, 175
사카, 64, 196
다사, 97, 181
자파, 51, 165
사타, 70, 191
차바, 62, 144
가자, 88, 166
하나, 76, 177
타차, 43, 169
가가, 95, 163
바자, 69, 167
나자, 46, 171
바하, 67, 153
나라, 84, 173
파라, 98, 190
나아, 49, 188
바카, 77, 186
다나, 42, 186
파다, 42, 178
자다, 75, 147
카카, 67, 164
타가, 45, 174
차차, 69, 195
아카, 72, 179
차파, 84, 174
나차, 80, 175
아라, 71, 181
자라, 43, 160
카하, 79, 183
파라, 99, 174
하다, 63, 153
차라, 61, 190
다라, 91, 150
라나, 41, 186
아다, 70, 157
가나, 59, 146
바차, 52, 172
차파, 80, 170
하라, 96, 170
하가, 48, 193
라하, 80, 189
차바, 60, 169
아바, 46, 168
다바, 41, 140
라가, 49, 145
라차, 65, 195
다라, 92, 174
가마, 83, 181
아마, 42, 163
다사, 79, 167
나가, 80, 170
바다, 45, 161
차자, 51, 159
라나, 79, 152
바가, 53, 197
타라, 83, 176
다자, 85, 167
카바, 53, 199
카나, 84, 194
가카, 91, 164
다라, 67, 165
파가, 56, 141
하나, 40, 173
차나, 51, 186
카차, 89, 148
차하, 87, 156
라마, 50, 192
마파, 97, 159
나바, 46, 145
하마, 81, 144
카하, 66, 168
하파, 89, 162
사파, 50, 171
사파, 54, 175
가사, 57, 177
하라, 50, 165
라카, 69, 152
마나, 93, 150
나나, 52, 196
아아, 62, 183
타마, 56, 151
차아, 94, 170
타차, 48, 143
가타, 85, 176
가라, 47, 191
차하, 59, 179
아파, 87, 143
아타, 61, 173
타하, 46, 188
마자, 86, 198
차나, 75, 142
차사, 96, 160
아라, 41, 176
아파, 47, 145
카아, 78, 150
타하, 55, 152
카하, 85, 187
마사, 69, 181
나라, 97, 156
타하, 48, 187
나카, 54, 150
카아, 97, 179
마가, 59, 177
사아, 71, 156
마라, 62, 197
나라, 69, 166
차타, 46, 175
사가, 51, 197
카라, 90, 194
하가, 50, 147
타하, 73, 185
바나, 58, 156
타라, 57, 185
하차, 44, 181
나나, 46, 179
하타, 80, 154
자라, 68, 152
파카, 97, 155
다카, 45, 185
나카, 51, 186
라타, 57, 151
라라, 90, 165
가다, 44, 164
사타, 68, 174
나바, 82, 151
다파, 70, 170
나라, 86, 140
타바, 61, 172
라가, 91, 156
파사, 72, 189
타카, 75, 152
가파, 96, 145
가파, 41, 172
사아, 68, 190
아사, 53, 179
마마, 46, 162
하사, 68, 149
가바, 86, 171
아차, 55, 158
나아, 58, 147
타바, 47, 147
다아, 57, 162
가파, 60, 147
다라, 85, 146
아타, 41, 189
라차, 65, 161
사마, 55, 177
카사, 98, 156
바다, 69, 174
아하, 64, 151
라사, 91, 151
마자, 92, 183
자바, 47, 191
나아, 90, 161
다가, 76, 157
파타, 56, 150
마타, 48, 174
바하, 77, 155
파마, 66, 175
바바, 93, 163
마바, 60, 145
아아, 51, 196
다카, 53, 195
파차, 99, 167
가파, 87, 154
타다, 45, 197
타사, 48, 198
나타, 54, 199
라차, 46, 147
바자, 89, 189
차차, 64, 189
자사, 71, 178
나마, 95, 180
라차, 45, 175
사라, 76, 173
바하, 91, 177
타바, 80, 163
타가, 52, 147
자마, 94, 177
사마, 84, 157
